Mu_C3,Mu_Cz,Mu_C4,Beta_C3,Beta_Cz,Beta_C4,ERD_Mu_C3,ERD_Mu_C4,Entropy_C3,Entropy_Cz,Entropy_C4,Hjorth_Activity_C3,Hjorth_Complexity_C3,Coh_Mu_C3_C4,Coh_Beta_C3_C4,Condicion
2.882461078015772e-11,2.7956426551004155e-11,1.8800073128765344e-11,7.007411409926558e-12,8.118983547306273e-12,7.218073157885242e-12,613.3344498966123,481.5092521911196,0.6886934012093219,0.6978681150392639,0.7079516987056117,3.3753406435883647e-10,1.343485541030207,0.6577664346569254,0.5887703036610044,Reposo
2.6831277126756763e-11,2.2005859342165468e-11,1.3423068191081177e-11,1.152903015406653e-11,1.0215841228058271e-11,6.514260002390479e-12,465.3391154619704,438.5516770692577,0.7003277216037441,0.7235441136108943,0.7321441899948405,3.801285598175992e-10,1.2733454423187711,0.7226476640414494,0.7366497289652527,Mov_Derecha
3.055682422893242e-11,2.8542584223306267e-11,1.712094567221295e-11,9.792817060648316e-12,9.536298470827371e-12,7.43408482286893e-12,573.8337563427667,459.5649230827474,0.7041475932459901,0.7040027302039493,0.7171191912634399,3.947628879311878e-10,1.3607008194425436,0.7264844157092141,0.571752372639733,Reposo
3.614582891321e-11,2.8253186034350097e-11,1.5828368139285114e-11,8.499538930783042e-12,8.851951781558076e-12,7.567937584395189e-12,692.6617692725748,451.465575437406,0.6777412479080202,0.6987522969097452,0.7218123365345426,3.5530295009894715e-10,1.299446317163457,0.8051194906992211,0.5987022740478849,Mov_Izquierda
4.194920712262467e-11,4.360823447351643e-11,2.9964023803622355e-11,1.2385065887347447e-11,1.0117242890364416e-11,7.768880578201554e-12,522.6427031461544,597.1850776661909,0.6838264736636158,0.6749372954239784,0.6866915151953776,5.82395669606277e-10,1.3252143062270372,0.740296888472471,0.5715810858004596,Reposo
2.2303952664215977e-11,3.049034316893862e-11,1.94800402590082e-11,7.283328379283659e-12,7.657825789743386e-12,6.0983982176539234e-12,547.0150073351857,573.5553189778859,0.7201764623941839,0.7145413074268062,0.7223551967401185,3.672483265738536e-10,1.3518959639168635,0.8665975614769935,0.6394731275700606,Mov_Izquierda
3.2583815347386076e-11,3.388741956297673e-11,3.8162450157443515e-11,1.1787023943406605e-11,1.1365170314673687e-11,1.0920744576803404e-11,512.8419924125621,609.821676536843,0.6953859147287231,0.6892591555557968,0.6819451056221124,4.410974457626849e-10,1.3102656243219513,0.5880577503738786,0.5618379037324828,Reposo
2.7963036949941583e-11,2.698388253375778e-11,1.3783413232661693e-11,8.754890291291917e-12,7.822502652819997e-12,6.1102175499008046e-12,515.2570125498974,407.820451292343,0.6911698075345164,0.6842960007345936,0.7112363644788104,3.979265043422707e-10,1.3665553202965608,0.7323437470688741,0.5757042810255358,Mov_Derecha
5.911855869299099e-11,6.035833041173391e-11,3.9674246259808576e-11,1.3418480833632851e-11,9.985284965039596e-12,8.555931009190562e-12,690.2618324371241,706.6369136171982,0.6890372329776878,0.6521351682399051,0.6667506867087886,6.241817323115534e-10,1.3079748955796902,0.7374629281281453,0.5428153577309762,Reposo
2.845906288211097e-11,3.01358786164768e-11,2.1994103559464518e-11,1.1400318438950948e-11,1.3608683843729775e-11,1.0189942816394444e-11,479.8996563663733,433.1167175810895,0.716333546145795,0.7178006609434212,0.7256642115898456,3.901497186224769e-10,1.2779628517853714,0.805775762495407,0.6971925303526998,Mov_Derecha
3.356102346297804e-11,2.3519559781965383e-11,1.678957004882414e-11,1.1496824847435675e-11,9.747929996037707e-12,7.351247818138803e-12,547.2468587793614,444.0427335690909,0.7074244565768866,0.7065626710166342,0.6971953720027056,4.4351616960928014e-10,1.2840476956154994,0.616348181130827,0.6063989216432781,Reposo
2.895245414327491e-11,2.8416389697863884e-11,2.2260981281116456e-11,9.752418213320754e-12,1.0458817355862786e-11,7.884648629245174e-12,535.3555362348502,536.4379862761455,0.6943575474864773,0.6923869406198685,0.6999104416122311,4.0209775950597676e-10,1.3334585994346222,0.7704861103497967,0.6685229829872397,Mov_Izquierda
3.3325093066016626e-11,3.1359325670030565e-11,2.288556545696072e-11,7.774231340443798e-12,8.980106391918658e-12,7.228308063581554e-12,656.3632292848782,561.3130360671743,0.6969832583246764,0.6985484552615281,0.7164463006714777,4.16538395315882e-10,1.3974148089455116,0.8705875797135235,0.5630820802019261,Reposo
2.1940522404298097e-11,1.8991590095637062e-11,1.505210667447904e-11,1.0182676263850644e-11,1.1429863868218104e-11,6.4288002722429145e-12,468.6824858582622,454.1717660077256,0.7162896422477254,0.7400335249058623,0.7306764544381756,3.1073726908647046e-10,1.2743118153930992,0.6810687713800079,0.6040686310337499,Mov_Izquierda
3.752123216655344e-11,3.2339836846598403e-11,1.9699967484084025e-11,9.216127230225328e-12,8.371293372745479e-12,7.740196026679619e-12,625.6171349641211,443.2557372840865,0.7019408865141893,0.7165956544147872,0.7312033925299329,4.681559620544232e-10,1.3601685818668672,0.7576254677985432,0.4949780276300045,Reposo
3.6466549438543705e-11,4.197544108495808e-11,3.2114774004843617e-11,1.0818492409372187e-11,1.1230955922084238e-11,8.161154311428597e-12,601.9661915619554,666.8139916563912,0.6893507183473391,0.6942756734231755,0.6935046756361014,4.06930158331738e-10,1.3409966141342833,0.7460701278985865,0.6925819608559413,Mov_Derecha
2.8776595823406852e-11,3.2087267907826995e-11,2.3407958544893774e-11,1.1219194761715467e-11,9.269435618534048e-12,7.510269785156258e-12,492.760759200741,516.5158340381937,0.694907048428936,0.6748063651787772,0.6969214019426057,4.248398360235706e-10,1.2656211544412654,0.7597290102392154,0.5351093422079286,Reposo
2.699202022092617e-11,2.5380895594746008e-11,1.549098852432621e-11,8.668852324990502e-12,1.079467875821562e-11,8.11919115049864e-12,537.3320296849773,389.9182838272843,0.6874358377128489,0.6912276846937848,0.6941249201831913,3.755036774931158e-10,1.283962521339456,0.7145449855463023,0.6587443409897888,Mov_Izquierda
6.734338694011368e-11,5.4158370875694574e-11,3.542402006883014e-11,1.032985404006724e-11,1.0131140923519571e-11,8.620358117509885e-12,811.8980980227591,697.8881752862924,0.6618008848411733,0.6629421481655351,0.6603504649929222,5.083428893288022e-10,1.3161774765419851,0.8280895926966733,0.5229142916433158,Reposo
